"trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","PID","START_TIME","trial","responses","view_history","x","y","actor","target_emotion"
"html-keyboard-response","294","1897076","0.0-14.0-0.19","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","295","1901457","0.0-14.0-1.19","","","","","","","","","","","",""
"image-keyboard-response","296","1901960","0.0-14.0-2.19","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","297","1903309","0.0-14.0-3.19","953.7999999523163","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","79","-1","",""
"html-keyboard-response","298","1904313","0.0-14.0-0.20","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","299","1908891","0.0-14.0-1.20","","","","","","","","","","","",""
"image-keyboard-response","300","1909403","0.0-14.0-2.20","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","301","1910179","0.0-14.0-3.20","542.1000000238419","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","100","85","",""
"html-keyboard-response","302","1911186","0.0-14.0-0.21","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","303","1915668","0.0-14.0-1.21","","","","","","","","","","","",""
"image-keyboard-response","304","1916175","0.0-14.0-2.21","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","305","1917207","0.0-14.0-3.21","813","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","56","33","",""
"html-keyboard-response","306","1918218","0.0-14.0-0.22","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","307","1923353","0.0-14.0-1.22","","","","","","","","","","","",""
"image-keyboard-response","308","1923858","0.0-14.0-2.22","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","309","1927531","0.0-14.0-3.22","2886.599999964237","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","55","35","",""
"html-keyboard-response","310","1928539","0.0-14.0-0.23","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","311","1933460","0.0-14.0-1.23","","","","","","","","","","","",""
"image-keyboard-response","312","1933964","0.0-14.0-2.23","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","313","1935027","0.0-14.0-3.23","928.6999999880791","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","125","3","",""
"html-keyboard-response","314","1936044","0.0-14.0-0.24","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","315","1940760","0.0-14.0-1.24","","","","","","","","","","","",""
"image-keyboard-response","316","1941277","0.0-14.0-2.24","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","317","1942903","0.0-14.0-3.24","926.7000000476837","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","114","65","",""
"html-keyboard-response","318","1943915","0.0-14.0-0.25","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","319","1949419","0.0-14.0-1.25","","","","","","","","","","","",""
"image-keyboard-response","320","1949927","0.0-14.0-2.25","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","321","1951294","0.0-14.0-3.25","1030.6000000238419","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","-92","-60","",""
"html-keyboard-response","322","1952303","0.0-14.0-0.26","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","323","1957539","0.0-14.0-1.26","","","","","","","","","","","",""
"image-keyboard-response","324","1958051","0.0-14.0-2.26","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","325","1959085","0.0-14.0-3.26","722.8000000119209","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","-92","-33","",""
"html-keyboard-response","326","1960102","0.0-14.0-0.27","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","327","1964726","0.0-14.0-1.27","","","","","","","","","","","",""
"image-keyboard-response","328","1965233","0.0-14.0-2.27","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","329","1968683","0.0-14.0-3.27","2262.5","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","-72","-49","",""
"html-keyboard-response","330","1969696","0.0-14.0-0.28","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","331","1974251","0.0-14.0-1.28","","","","","","","","","","","",""
"image-keyboard-response","332","1974755","0.0-14.0-2.28","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","333","1975738","0.0-14.0-3.28","835.3999999761581","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","-70","39","",""
"html-keyboard-response","334","1976740","0.0-14.0-0.29","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","335","1982048","0.0-14.0-1.29","","","","","","","","","","","",""
"image-keyboard-response","336","1982554","0.0-14.0-2.29","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","337","1983685","0.0-14.0-3.29","968.5","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","-80","-31","",""
"html-keyboard-response","338","1984687","0.0-14.0-0.30","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","339","1989973","0.0-14.0-1.30","","","","","","","","","","","",""
"image-keyboard-response","340","1990475","0.0-14.0-2.30","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","341","1994021","0.0-14.0-3.30","3293.399999976158","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","-96","59","",""
"html-keyboard-response","342","1995025","0.0-14.0-0.31","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","343","1999742","0.0-14.0-1.31","","","","","","","","","","","",""
"image-keyboard-response","344","2000247","0.0-14.0-2.31","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","345","2001739","0.0-14.0-3.31","1197","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","-86","-88","",""
"html-keyboard-response","346","2002740","0.0-14.0-0.32","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","347","2007365","0.0-14.0-1.32","","","","","","","","","","","",""
"image-keyboard-response","348","2007881","0.0-14.0-2.32","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","349","2008995","0.0-14.0-3.32","1071.3999999761581","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","-96","64","",""
"html-keyboard-response","350","2010004","0.0-14.0-0.33","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","351","2015331","0.0-14.0-1.33","","","","","","","","","","","",""
"image-keyboard-response","352","2015843","0.0-14.0-2.33","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","353","2017921","0.0-14.0-3.33","1888.5","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","-54","-39","",""
"html-keyboard-response","354","2018928","0.0-14.0-0.34","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","355","2023511","0.0-14.0-1.34","","","","","","","","","","","",""
"image-keyboard-response","356","2024016","0.0-14.0-2.34","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","357","2035683","0.0-14.0-3.34","11382.199999988079","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","60","5","",""
"html-keyboard-response","358","2036692","0.0-14.0-0.35","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","359","2041224","0.0-14.0-1.35","","","","","","","","","","","",""
"image-keyboard-response","360","2041727","0.0-14.0-2.35","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","361","2053635","0.0-14.0-3.35","11590.100000023842","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","18","45","",""
"html-keyboard-response","362","2054643","0.0-14.0-0.36","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","363","2060164","0.0-14.0-1.36","","","","","","","","","","","",""
"image-keyboard-response","364","2060677","0.0-14.0-2.36","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","365","2062527","0.0-14.0-3.36","1142.5","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","28","58","",""
"html-keyboard-response","366","2063534","0.0-14.0-0.37","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","367","2067933","0.0-14.0-1.37","","","","","","","","","","","",""
"image-keyboard-response","368","2068439","0.0-14.0-2.37","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","369","2069420","0.0-14.0-3.37","701.3999999761581","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","84","90","",""
"html-keyboard-response","370","2070435","0.0-14.0-0.38","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","371","2075675","0.0-14.0-1.38","","","","","","","","","","","",""
"image-keyboard-response","372","2076188","0.0-14.0-2.38","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","373","2079187","0.0-14.0-3.38","1792.699999988079","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","-107","29","",""
"html-keyboard-response","374","2080200","0.0-14.0-0.39","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","375","2085527","0.0-14.0-1.39","","","","","","","","","","","",""
"image-keyboard-response","376","2086038","0.0-14.0-2.39","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","377","2087098","0.0-14.0-3.39","1034.199999988079","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","108","109","",""
"html-keyboard-response","378","2088107","0.0-14.0-0.40","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","379","2092577","0.0-14.0-1.40","","","","","","","","","","","",""
"image-keyboard-response","380","2093094","0.0-14.0-2.40","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","381","2094884","0.0-14.0-3.40","1479.8999999761581","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","83","28","",""
"html-keyboard-response","382","2095888","0.0-14.0-0.41","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","383","2101259","0.0-14.0-1.41","","","","","","","","","","","",""
"image-keyboard-response","384","2101770","0.0-14.0-2.41","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","385","2104164","0.0-14.0-3.41","2147.600000023842","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","-92","91","",""
"html-keyboard-response","386","2105176","0.0-14.0-0.42","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","387","2110163","0.0-14.0-1.42","","","","","","","","","","","",""
"image-keyboard-response","388","2110673","0.0-14.0-2.42","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","389","2111707","0.0-14.0-3.42","902.1000000238419","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","-57","-60","",""
"html-keyboard-response","390","2112717","0.0-14.0-0.43","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","391","2117789","0.0-14.0-1.43","","","","","","","","","","","",""
"image-keyboard-response","392","2118298","0.0-14.0-2.43","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","393","2119905","0.0-14.0-3.43","1393.3999999761581","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","107","44","",""
"html-keyboard-response","394","2120915","0.0-14.0-0.44","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","395","2126357","0.0-14.0-1.44","","","","","","","","","","","",""
"image-keyboard-response","396","2126867","0.0-14.0-2.44","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","397","2129840","0.0-14.0-3.44","2485.100000023842","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","135","57","",""
"html-keyboard-response","398","2130848","0.0-14.0-0.45","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","399","2135747","0.0-14.0-1.45","","","","","","","","","","","",""
"image-keyboard-response","400","2136248","0.0-14.0-2.45","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","401","2145772","0.0-14.0-3.45","1742.7000000476837","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","-86","39","",""
"html-keyboard-response","402","2146779","0.0-14.0-0.46","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","403","2151968","0.0-14.0-1.46","","","","","","","","","","","",""
"image-keyboard-response","404","2152482","0.0-14.0-2.46","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","405","2154766","0.0-14.0-3.46","2003.2999999523163","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","-91","23","",""
"html-keyboard-response","406","2155780","0.0-14.0-0.47","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","407","2161013","0.0-14.0-1.47","","","","","","","","","","","",""
"image-keyboard-response","408","2161515","0.0-14.0-2.47","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","409","2163538","0.0-14.0-3.47","1290.8999999761581","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","88","32","",""
"html-keyboard-response","410","2164552","0.0-14.0-0.48","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","411","2168970","0.0-14.0-1.48","","","","","","","","","","","",""
"image-keyboard-response","412","2169476","0.0-14.0-2.48","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","413","2173578","0.0-14.0-3.48","3826.5","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","-68","-61","",""
"html-keyboard-response","414","2174580","0.0-14.0-0.49","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","415","2182472","0.0-14.0-1.49","","","","","","","","","","","",""
"image-keyboard-response","416","2182976","0.0-14.0-2.49","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","417","2184830","0.0-14.0-3.49","1592.699999988079","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","120","59","",""
"html-keyboard-response","418","2185842","0.0-14.0-0.50","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","419","2190424","0.0-14.0-1.50","","","","","","","","","","","",""
"image-keyboard-response","420","2190929","0.0-14.0-2.50","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","421","2193465","0.0-14.0-3.50","2364.5","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","-76","51","",""
"html-keyboard-response","422","2194474","0.0-14.0-0.51","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","423","2199372","0.0-14.0-1.51","","","","","","","","","","","",""
"image-keyboard-response","424","2199876","0.0-14.0-2.51","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","425","2207073","0.0-14.0-3.51","6606.400000035763","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","-21","70","",""
"html-keyboard-response","426","2208080","0.0-14.0-0.52","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","427","2212742","0.0-14.0-1.52","","","","","","","","","","","",""
"image-keyboard-response","428","2213244","0.0-14.0-2.52","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","429","2214603","0.0-14.0-3.52","933","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","-54","78","",""
"html-keyboard-response","430","2215611","0.0-14.0-0.53","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","431","2220757","0.0-14.0-1.53","","","","","","","","","","","",""
"image-keyboard-response","432","2221274","0.0-14.0-2.53","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","433","2222182","0.0-14.0-3.53","771.5","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","-82","-92","",""
"html-keyboard-response","434","2223191","0.0-14.0-0.54","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","435","2228124","0.0-14.0-1.54","","","","","","","","","","","",""
"image-keyboard-response","436","2228630","0.0-14.0-2.54","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","437","2231245","0.0-14.0-3.54","2404","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","130","-93","",""
"html-keyboard-response","438","2232258","0.0-14.0-0.55","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","439","2237373","0.0-14.0-1.55","","","","","","","","","","","",""
"image-keyboard-response","440","2237881","0.0-14.0-2.55","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","441","2238791","0.0-14.0-3.55","774","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","15","-70","",""
"html-keyboard-response","442","2239793","0.0-14.0-0.56","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","443","2244157","0.0-14.0-1.56","","","","","","","","","","","",""
"image-keyboard-response","444","2244671","0.0-14.0-2.56","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","445","2247967","0.0-14.0-3.56","3125.600000023842","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","64","-45","",""
"html-keyboard-response","446","2248983","0.0-14.0-0.57","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","447","2254539","0.0-14.0-1.57","","","","","","","","","","","",""
"image-keyboard-response","448","2255044","0.0-14.0-2.57","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","449","2256179","0.0-14.0-3.57","871.1999999880791","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","-69","-55","",""
"html-keyboard-response","450","2257192","0.0-14.0-0.58","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","451","2261765","0.0-14.0-1.58","","","","","","","","","","","",""
"image-keyboard-response","452","2262271","0.0-14.0-2.58","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","453","2266760","0.0-14.0-3.58","4402.099999964237","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","-54","64","",""
"html-keyboard-response","454","2267772","0.0-14.0-0.59","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","455","2272138","0.0-14.0-1.59","","","","","","","","","","","",""
"image-keyboard-response","456","2272642","0.0-14.0-2.59","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","457","2277603","0.0-14.0-3.59","4747","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","44","-11","",""
"html-keyboard-response","458","2278617","0.0-14.0-0.60","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","459","2283641","0.0-14.0-1.60","","","","","","","","","","","",""
"image-keyboard-response","460","2284152","0.0-14.0-2.60","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","461","2290418","0.0-14.0-3.60","5513.5","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","12","-35","",""
"html-keyboard-response","462","2291428","0.0-14.0-0.61","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","463","2296134","0.0-14.0-1.61","","","","","","","","","","","",""
"image-keyboard-response","464","2296636","0.0-14.0-2.61","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","465","2297788","0.0-14.0-3.61","789","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","89","-106","",""
"html-keyboard-response","466","2298800","0.0-14.0-0.62","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","467","2304063","0.0-14.0-1.62","","","","","","","","","","","",""
"image-keyboard-response","468","2304574","0.0-14.0-2.62","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","469","2306114","0.0-14.0-3.62","984.3999999761581","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","88","48","",""
"html-keyboard-response","470","2307127","0.0-14.0-0.63","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","471","2312361","0.0-14.0-1.63","","","","","","","","","","","",""
"image-keyboard-response","472","2312863","0.0-14.0-2.63","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","473","2313708","0.0-14.0-3.63","687.8000000119209","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","100","113","",""
"html-keyboard-response","474","2314723","0.0-14.0-0.64","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","475","2319056","0.0-14.0-1.64","","","","","","","","","","","",""
"image-keyboard-response","476","2319562","0.0-14.0-2.64","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","477","2322251","0.0-14.0-3.64","2525.599999964237","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","-73","59","",""
"html-keyboard-response","478","2323266","0.0-14.0-0.65","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","479","2328570","0.0-14.0-1.65","","","","","","","","","","","",""
"image-keyboard-response","480","2329080","0.0-14.0-2.65","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","481","2330631","0.0-14.0-3.65","1355.5","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","-18","5","",""
"html-keyboard-response","482","2331641","0.0-14.0-0.66","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","483","2336611","0.0-14.0-1.66","","","","","","","","","","","",""
"image-keyboard-response","484","2337117","0.0-14.0-2.66","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","485","2340099","0.0-14.0-3.66","2930.300000011921","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","-48","-51","",""
"html-keyboard-response","486","2341114","0.0-14.0-0.67","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","487","2346180","0.0-14.0-1.67","","","","","","","","","","","",""
"image-keyboard-response","488","2346686","0.0-14.0-2.67","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","489","2348110","0.0-14.0-3.67","1118.800000011921","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","-128","-119","",""
"html-keyboard-response","490","2349116","0.0-14.0-0.68","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","491","2353858","0.0-14.0-1.68","","","","","","","","","","","",""
"image-keyboard-response","492","2354363","0.0-14.0-2.68","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","493","2357516","0.0-14.0-3.68","2984.300000011921","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","44","13","",""
"html-keyboard-response","494","2358517","0.0-14.0-0.69","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","495","2363025","0.0-14.0-1.69","","","","","","","","","","","",""
"image-keyboard-response","496","2363529","0.0-14.0-2.69","null","stimuli/noise_texture.png","null","","","","","","","","",""
"html-custom-grid-response","497","2364979","0.0-14.0-3.69","1303.8999999761581","Please locate the emotion in an appropriate spot in the grid by pointing and clicking the mouse.<br>Press the <b>space bar</b> when you're ready to continue.<br><br>","","","","","","","65","-79","",""
"html-keyboard-response","498","2365994","0.0-14.0-0.70","null","<span style=""font-size:40px;"">+</span>","null","","","","","","","","",""
"html-keyboard-response","499","2371165","0.0-14.0-1.70","","","","","","","","","","","",""
"image-keyboard-response","500","2371678","0.0-14.0-2.70","null","stimuli/noise_texture.png","null","","","","","","","","",""
